1 -2  1 0
828 -1.9974441  0.99935322 228
829 -1.9974471  0.999354 228
830 -1.9974296  0.99934962 229
831 -1.9974181  0.99934675 232
832 -1.9974212  0.99934754 232
833 -1.9974243  0.99934832 232
834 -1.9974274  0.9993491 232
835 -1.9974304  0.99934988 232
836 -1.9974335  0.99935066 232
837 -1.9974366  0.99935143 232
838 -1.9974396  0.99935221 232
839 -1.9974427  0.99935298 232
840 -1.9974457  0.99935375 232
841 -1.9974488  0.99935452 232
842 -1.9974373  0.99935166 233
843 -1.9974166  0.9993465 233
844 -1.997396  0.99934135 233
845 -1.9973946  0.99934102 234
846 -1.9973977  0.9993418 234
847 -1.9974008  0.99934258 234
848 -1.9974039  0.99934335 234
849 -1.9974069  0.99934413 234
850 -1.99741  0.9993449 234
851 -1.997413  0.99934567 234
852 -1.9974161  0.99934643 234
853 -1.9974191  0.9993472 234
854 -1.9974221  0.99934797 234
855 -1.9974251  0.99934873 234
856 -1.9974281  0.99934949 234
857 -1.9974311  0.99935025 234
858 -1.9974341  0.99935101 234
859 -1.9974217  0.99934792 235
860 -1.9974195  0.99934737 236
861 -1.9974225  0.99934813 236
862 -1.9974255  0.99934888 236
863 -1.9974151  0.99934629 238
864 -1.9974181  0.99934705 238
865 -1.9974211  0.9993478 238
866 -1.9974219  0.99934801 240
867 -1.9974248  0.99934876 240
868 -1.9974278  0.99934951 240
869 -1.9974308  0.99935026 240
870 -1.9974337  0.99935101 240
871 -1.9974367  0.99935175 240
872 -1.9974396  0.99935249 240
873 -1.9974425  0.99935324 240
874 -1.9974455  0.99935398 240
875 -1.9974484  0.99935471 240
876 -1.9974463  0.99935421 241
877 -1.9974215  0.99934679 243
878 -1.9974182  0.99934597 244
879 -1.9974211  0.99934672 244
880 -1.9974241  0.99934746 244
881 -1.997427  0.9993482 244
882 -1.9974299  0.99934894 244
883 -1.9974297  0.9993489 246
884 -1.9974326  0.99934963 246
885 -1.9974355  0.99935037 246
886 -1.9974384  0.9993511 246
887 -1.9974413  0.99935183 246
888 -1.9974442  0.99935256 246
889 -1.997447  0.99935329 246
890 -1.9974499  0.99935402 246
891 -1.9974378  0.999351 248
892 -1.9974407  0.99935172 248
893 -1.9974215  0.99934695 249
894 -1.997402  0.99934209 249
895 -1.9973936  0.99933999 250
896 -1.9973965  0.99934072 250
897 -1.9973994  0.99934146 250
898 -1.9974023  0.99934219 250
899 -1.9974052  0.99934292 250
900 -1.9974081  0.99934365 250
901 -1.997411  0.99934438 250
902 -1.9974138  0.99934511 250
903 -1.9974167  0.99934583 250
904 -1.9974196  0.99934656 250
905 -1.9974173  0.99934599 251
906 -1.9974167  0.99934587 252
907 -1.9974069  0.99934341 253
908 -1.9973965  0.9993408 256
909 -1.9973993  0.99934153 256
910 -1.9974022  0.99934225 256
911 -1.997405  0.99934297 256
912 -1.9974079  0.9993437 256
913 -1.9974107  0.99934441 256
914 -1.9974136  0.99934513 256
915 -1.9974164  0.99934585 256
916 -1.9974192  0.99934656 256
917 -1.9974176  0.99934616 257
918 -1.9973986  0.99934142 257
919 -1.9973919  0.99933976 258
920 -1.9973947  0.99934048 258
921 -1.9973976  0.99934119 258
922 -1.9974004  0.99934191 258
923 -1.9974032  0.99934262 258
924 -1.997406  0.99934333 258
925 -1.9974088  0.99934404 258
926 -1.9974116  0.99934475 258
927 -1.9974144  0.99934546 258
928 -1.9974058  0.99934331 259
929 -1.9973753  0.9993357 261
930 -1.9973716  0.99933477 262
931 -1.9973744  0.99933549 262
932 -1.9973763  0.99933597 263
933 -1.9973519  0.99932988 264
934 -1.9973119  0.99931989 264
935 -1.9972933  0.99931525 265
936 -1.9972748  0.99931064 265
937 -1.9972641  0.99930798 267
938 -1.9972463  0.99930352 270
939 -1.9972492  0.99930426 270
940 -1.9972521  0.999305 270
941 -1.997244  0.99930299 271
942 -1.9972432  0.99930277 272
943 -1.9972461  0.99930351 272
944 -1.9972323  0.99930008 273
945 -1.9972141  0.99929553 273
946 -1.9971965  0.99929113 274
947 -1.9971994  0.99929188 274
948 -1.9972024  0.99929263 274
949 -1.9971962  0.99929108 276
950 -1.997183  0.9992878 277
951 -1.9971649  0.99928329 277
952 -1.9971493  0.9992794 278
953 -1.9971523  0.99928015 278
954 -1.9971553  0.99928091 278
955 -1.9971583  0.99928166 278
956 -1.9971612  0.99928241 278
957 -1.9971642  0.99928316 278
958 -1.9971672  0.99928391 278
959 -1.9971431  0.99927789 280
960 -1.9971233  0.99927296 282
961 -1.9971263  0.99927371 282
962 -1.9971293  0.99927447 282
963 -1.9971322  0.99927522 282
964 -1.9971352  0.99927597 282
965 -1.9971382  0.99927672 282
966 -1.9971237  0.99927311 283
967 -1.997106  0.99926869 283
968 -1.9971086  0.99926936 284
969 -1.9971116  0.99927011 284
970 -1.9971146  0.99927086 284
971 -1.9971062  0.99926877 286
972 -1.9971092  0.99926952 286
973 -1.9971121  0.99927027 286
974 -1.9971151  0.99927102 286
975 -1.9971181  0.99927177 286
976 -1.997121  0.99927252 286
977 -1.997124  0.99927326 286
978 -1.9971269  0.999274 286
979 -1.9971298  0.99927474 286
980 -1.9971328  0.99927548 286
981 -1.9971264  0.9992739 290
982 -1.9971063  0.99926888 292
983 -1.9971092  0.99926962 292
984 -1.9970989  0.99926706 294
985 -1.9971019  0.9992678 294
986 -1.9971048  0.99926855 294
987 -1.9971078  0.99926929 294
988 -1.9971107  0.99927003 294
989 -1.9971136  0.99927077 294
990 -1.9971165  0.9992715 294
991 -1.9971194  0.99927224 294
992 -1.9971223  0.99927297 294
993 -1.9971252  0.9992737 294
994 -1.9971281  0.99927443 294
995 -1.9971283  0.9992745 296
996 -1.9971312  0.99927523 296
997 -1.9971284  0.99927452 297
998 -1.99711  0.99926965 299
999 -1.9970997  0.99926707 300
1000 -1.9971026  0.9992678 300
1001 -1.9971055  0.99926853 300
1002 -1.9970938  0.99926563 301
1003 -1.9970894  0.99926453 304
1004 -1.9970923  0.99926526 304
1005 -1.9970952  0.999266 304
1006 -1.9970981  0.99926672 304
1007 -1.997101  0.99926745 304
1008 -1.9971016  0.99926762 305
1009 -1.9970847  0.99926339 305
1010 -1.9970841  0.99926327 306
1011 -1.997087  0.999264 306
1012 -1.9970899  0.99926472 306
1013 -1.9970928  0.99926545 306
1014 -1.9970783  0.99926183 307
1015 -1.9970615  0.99925764 307
1016 -1.9970447  0.99925344 307
1017 -1.9970279  0.99924926 307
1018 -1.9970112  0.99924509 307
1019 -1.9969945  0.99924092 307
1020 -1.9969973  0.99924164 308
1021 -1.9970003  0.99924238 308
1022 -1.9970032  0.99924313 308
1023 -1.9970061  0.99924387 308
1024 -1.9970091  0.9992446 308
1025 -1.997012  0.99924534 308
1026 -1.9970149  0.99924608 308
1027 -1.9970178  0.99924681 308
1028 -1.9970207  0.99924754 308
1029 -1.9970236  0.99924828 308
1030 -1.9970265  0.999249 308
1031 -1.9970294  0.99924973 308
1032 -1.9970322  0.99925046 308
1033 -1.9970351  0.99925119 308
1034 -1.9970358  0.99925135 309
1035 -1.9970193  0.99924725 309
1036 -1.9970029  0.99924315 309
1037 -1.997002  0.99924292 310
1038 -1.9970048  0.99924365 310
1039 -1.9970077  0.99924438 310
1040 -1.9970106  0.99924511 310
1041 -1.9970135  0.99924583 310
1042 -1.9970163  0.99924656 310
1043 -1.9970192  0.99924728 310
1044 -1.9970221  0.999248 310
1045 -1.9970249  0.99924872 310
1046 -1.9970277  0.99924944 310
1047 -1.9970306  0.99925016 310
1048 -1.9970334  0.99925087 310
1049 -1.9970362  0.99925158 310
1050 -1.9970391  0.9992523 310
1051 -1.9970419  0.99925301 310
1052 -1.9970313  0.99925037 312
1053 -1.9970341  0.99925108 312
1054 -1.9970369  0.99925179 312
1055 -1.9970397  0.9992525 312
1056 -1.9970425  0.99925321 312
1057 -1.9970453  0.99925391 312
1058 -1.9970481  0.99925462 312
1059 -1.9970509  0.99925532 312
1060 -1.9970537  0.99925603 312
1061 -1.9970565  0.99925673 312
1062 -1.9970593  0.99925743 312
1063 -1.997062  0.99925813 312
1064 -1.9970648  0.99925882 312
1065 -1.9970672  0.99925944 314
1066 -1.99707  0.99926013 314
1067 -1.9970727  0.99926082 314
1068 -1.9970754  0.99926152 314
1069 -1.9970782  0.99926221 314
1070 -1.9970809  0.9992629 314
1071 -1.9970836  0.99926359 314
1072 -1.9970864  0.99926427 314
1073 -1.9970891  0.99926496 314
1074 -1.9970913  0.99926553 316
1075 -1.997094  0.99926621 316
1076 -1.9970877  0.99926463 318
1077 -1.9970904  0.99926531 318
1078 -1.9970931  0.99926599 318
1079 -1.9970958  0.99926667 318
1080 -1.9970984  0.99926735 318
1081 -1.9971011  0.99926803 318
1082 -1.9971038  0.9992687 318
1083 -1.9971065  0.99926938 318
1084 -1.9971092  0.99927005 318
1085 -1.9971118  0.99927073 318
1086 -1.9971145  0.9992714 318
1087 -1.9971171  0.99927207 318
1088 -1.9971198  0.99927274 318
1089 -1.9971075  0.99926966 319
1090 -1.9970918  0.99926575 319
1091 -1.9970784  0.99926135 322
1092 -1.997081  0.99926203 322
1093 -1.9970837  0.99926271 322
1094 -1.9970864  0.99926338 322
1095 -1.997089  0.99926405 322
1096 -1.9970917  0.99926472 322
1097 -1.9970866  0.99926347 324
1098 -1.9970893  0.99926414 324
1099 -1.9970919  0.99926481 324
1100 -1.9970946  0.99926548 324
1101 -1.9970972  0.99926614 324
1102 -1.9970999  0.99926681 324
1103 -1.9971025  0.99926748 324
1104 -1.9971051  0.99926814 324
1105 -1.9971077  0.9992688 324
1106 -1.9971104  0.99926946 324
1107 -1.997113  0.99927012 324
1108 -1.9971084  0.99926899 325
1109 -1.9971016  0.9992673 326
1110 -1.9971042  0.99926796 326
1111 -1.9971068  0.99926862 326
1112 -1.9971065  0.99926854 328
1113 -1.9971091  0.99926919 328
1114 -1.9971117  0.99926985 328
1115 -1.9971143  0.9992705 328
1116 -1.9971168  0.99927116 328
1117 -1.9971194  0.99927181 328
1118 -1.9971129  0.99927018 330
1119 -1.9971155  0.99927083 330
1120 -1.997118  0.99927148 330
1121 -1.9971206  0.99927213 330
1122 -1.9971232  0.99927278 330
1123 -1.9971158  0.99927095 333
1124 -1.9971006  0.99926715 333
1125 -1.9970854  0.99926336 333
1126 -1.9970702  0.99925957 333
1127 -1.9970465  0.99925149 334
1128 -1.9970307  0.99924695 336
1129 -1.9970333  0.99924762 336
1130 -1.9970325  0.99924743 337
1131 -1.9970197  0.99924423 338
1132 -1.9970223  0.9992449 338
1133 -1.997025  0.99924556 338
1134 -1.997013  0.99924247 340
1135 -1.9969892  0.99923433 340
1136 -1.9969794  0.99923104 342
1137 -1.9969821  0.99923172 342
1138 -1.9969848  0.99923239 342
1139 -1.9969874  0.99923307 342
1140 -1.99699  0.99923374 342
1141 -1.9969927  0.99923441 342
1142 -1.9969953  0.99923508 342
1143 -1.9969979  0.99923575 342
1144 -1.9970006  0.99923642 342
1145 -1.9969997  0.99923621 343
1146 -1.9970014  0.99923666 344
1147 -1.9970002  0.99923636 346
1148 -1.9970028  0.99923702 346
1149 -1.9970054  0.99923768 346
1150 -1.997008  0.99923835 346
1151 -1.9970106  0.99923901 346
1152 -1.9970132  0.99923967 346
1153 -1.9970158  0.99924033 346
1154 -1.9970073  0.99923821 347
1155 -1.997006  0.99923791 348
1156 -1.9970086  0.99923857 348
1157 -1.9970112  0.99923923 348
1158 -1.9970138  0.99923989 348
1159 -1.9970164  0.99924054 348
1160 -1.9970189  0.9992412 348
1161 -1.9970215  0.99924185 348
1162 -1.9970212  0.99924178 350
1163 -1.9970237  0.99924243 350
1164 -1.9970263  0.99924308 350
1165 -1.9970125  0.99923965 351
1166 -1.9969979  0.99923601 351
1167 -1.997  0.99923655 352
1168 -1.9969891  0.99923383 353
1169 -1.9969877  0.99923349 354
1170 -1.9969903  0.99923415 354
1171 -1.9969928  0.9992348 354
1172 -1.9969879  0.99923359 355
1173 -1.9969863  0.99923319 356
1174 -1.9969889  0.99923385 356
1175 -1.9969914  0.9992345 356
1176 -1.996994  0.99923515 356
1177 -1.9969966  0.9992358 356
1178 -1.9969991  0.99923645 356
1179 -1.9970017  0.9992371 356
1180 -1.9970042  0.99923774 356
1181 -1.9970067  0.99923839 356
1182 -1.9970093  0.99923903 356
1183 -1.9970118  0.99923968 356
1184 -1.9970143  0.99924032 356
1185 -1.9970168  0.99924096 356
1186 -1.9970171  0.99924103 357
1187 -1.997007  0.99923852 358
1188 -1.9970095  0.99923916 358
1189 -1.997012  0.9992398 358
1190 -1.9970145  0.99924044 358
1191 -1.997017  0.99924108 358
1192 -1.9970195  0.99924172 358
1193 -1.997022  0.99924235 358
1194 -1.9970245  0.99924299 358
1195 -1.997027  0.99924362 358
1196 -1.9970152  0.99924067 359
1197 -1.997001  0.99923712 359
1198 -1.9969868  0.99923359 359
1199 -1.9969847  0.99923307 360
1200 -1.9969872  0.99923371 360
1201 -1.9969885  0.99923404 362
1202 -1.996991  0.99923468 362
1203 -1.996988  0.99923395 363
1204 -1.9969901  0.99923448 364
1205 -1.9969926  0.99923511 364
1206 -1.9969951  0.99923575 364
1207 -1.9969976  0.99923638 364
1208 -1.997  0.99923701 364
1209 -1.9970025  0.99923764 364
1210 -1.997005  0.99923827 364
1211 -1.9970075  0.9992389 364
1212 -1.9970099  0.99923953 364
1213 -1.9970124  0.99924016 364
1214 -1.9970149  0.99924078 364
1215 -1.9970173  0.99924141 364
1216 -1.9970198  0.99924203 364
1217 -1.9970106  0.99923976 365
1218 -1.9970064  0.99923871 366
1219 -1.9970089  0.99923934 366
1220 -1.9970113  0.99923996 366
1221 -1.9970138  0.99924058 366
1222 -1.9970162  0.9992412 366
1223 -1.9970186  0.99924182 366
1224 -1.9970211  0.99924244 366
1225 -1.9970221  0.99924271 367
1226 -1.9970082  0.99923925 367
1227 -1.9970065  0.99923883 368
1228 -1.997009  0.99923945 368
1229 -1.9970114  0.99924007 368
1230 -1.9970138  0.99924069 368
1231 -1.9970162  0.99924131 368
1232 -1.9970187  0.99924192 368
1233 -1.9970057  0.9992387 369
1234 -1.9969919  0.99923526 369
1235 -1.9969782  0.99923183 369
1236 -1.9969712  0.9992301 370
1237 -1.9969736  0.99923072 370
1238 -1.9969761  0.99923134 370
1239 -1.9969785  0.99923196 370
1240 -1.996981  0.99923258 370
1241 -1.9969834  0.9992332 370
1242 -1.9969858  0.99923382 370
1243 -1.9969883  0.99923443 370
1244 -1.9969824  0.99923299 371
1245 -1.9969688  0.99922959 371
1246 -1.9969552  0.99922619 371
1247 -1.9969548  0.9992261 372
1248 -1.9969572  0.99922672 372
1249 -1.9969596  0.99922734 372
1250 -1.9969621  0.99922796 372
1251 -1.9969645  0.99922858 372
1252 -1.9969669  0.99922919 372
1253 -1.9969694  0.99922981 372
1254 -1.9969718  0.99923042 372
1255 -1.9969649  0.99922871 373
1256 -1.9969514  0.99922534 373
1257 -1.9969379  0.99922198 373
1258 -1.9969318  0.99922048 374
1259 -1.9969343  0.9992211 374
1260 -1.9969367  0.99922172 374
1261 -1.9969391  0.99922233 374
1262 -1.9969416  0.99922295 374
1263 -1.996944  0.99922356 374
1264 -1.9969464  0.99922418 374
1265 -1.9969488  0.99922479 374
1266 -1.9969512  0.9992254 374
1267 -1.9969536  0.99922602 374
1268 -1.996956  0.99922663 374
1269 -1.9969584  0.99922724 374
1270 -1.9969608  0.99922784 374
1271 -1.9969632  0.99922845 374
1272 -1.9969656  0.99922906 374
1273 -1.996968  0.99922966 374
1274 -1.9969704  0.99923027 374
1275 -1.9969727  0.99923087 374
1276 -1.9969751  0.99923148 374
1277 -1.9969743  0.99923127 375
1278 -1.9969718  0.99923065 376
1279 -1.9969741  0.99923125 376
1280 -1.9969765  0.99923186 376
1281 -1.9969788  0.99923246 376
1282 -1.9969812  0.99923305 376
1283 -1.9969836  0.99923365 376
1284 -1.9969859  0.99923425 376
1285 -1.9969882  0.99923484 376
1286 -1.9969906  0.99923544 376
1287 -1.9969929  0.99923603 376
1288 -1.9969953  0.99923663 376
1289 -1.9969913  0.99923564 378
1290 -1.9969936  0.99923623 378
1291 -1.9969959  0.99923682 378
1292 -1.9969983  0.99923741 378
1293 -1.9970006  0.999238 378
1294 -1.9970029  0.99923859 378
1295 -1.9969906  0.99923552 379
1296 -1.9969775  0.99923225 379
1297 -1.9969646  0.99922906 380
1298 -1.996967  0.99922965 380
1299 -1.9969645  0.99922903 381
1300 -1.996954  0.99922643 382
1301 -1.9969547  0.9992266 384
1302 -1.996957  0.9992272 384
1303 -1.9969594  0.99922779 384
1304 -1.9969617  0.99922838 384
1305 -1.996964  0.99922898 384
1306 -1.9969663  0.99922957 384
1307 -1.9969687  0.99923015 384
1308 -1.996964  0.99922899 385
1309 -1.9969651  0.99922928 386
1310 -1.9969674  0.99922987 386
1311 -1.9969697  0.99923045 386
1312 -1.996972  0.99923104 386
1313 -1.9969743  0.99923163 386
1314 -1.9969766  0.99923221 386
1315 -1.9969789  0.99923279 386
1316 -1.9969812  0.99923338 386
1317 -1.9969835  0.99923396 386
1318 -1.9969858  0.99923454 386
1319 -1.9969881  0.99923512 386
1320 -1.9969904  0.9992357 386
1321 -1.9969927  0.99923628 386
1322 -1.9969874  0.99923498 387
1323 -1.9969847  0.9992343 388
1324 -1.9969869  0.99923488 388
1325 -1.9969892  0.99923545 388
1326 -1.9969911  0.99923594 390
1327 -1.9969934  0.99923652 390
1328 -1.9969957  0.9992371 390
1329 -1.9969979  0.99923767 390
1330 -1.996987  0.99923493 391
1331 -1.9969737  0.99923153 393
1332 -1.996961  0.99922835 393
1333 -1.996959  0.99922785 394
1334 -1.9969612  0.99922843 394
1335 -1.9969635  0.99922901 394
1336 -1.9969658  0.99922958 394
1337 -1.9969681  0.99923016 394
1338 -1.9969703  0.99923074 394
1339 -1.9969726  0.99923131 394
1340 -1.9969749  0.99923188 394
1341 -1.9969771  0.99923246 394
1342 -1.9969794  0.99923303 394
1343 -1.9969816  0.9992336 394
1344 -1.9969839  0.99923417 394
1345 -1.9969861  0.99923474 394
1346 -1.9969883  0.99923531 394
1347 -1.9969906  0.99923588 394
1348 -1.9969928  0.99923644 394
1349 -1.996995  0.99923701 394
1350 -1.9969973  0.99923757 394
1351 -1.9969995  0.99923814 394
1352 -1.9970017  0.9992387 394
1353 -1.9970033  0.99923911 396
1354 -1.9970055  0.99923967 396
1355 -1.9970077  0.99924023 396
1356 -1.9970099  0.99924079 396
1357 -1.9970121  0.99924135 396
1358 -1.9970143  0.99924191 396
1359 -1.9970107  0.99924078 398
1360 -1.9969905  0.99923381 399
1361 -1.9969676  0.99922546 400
1362 -1.9969478  0.99921869 400
1363 -1.9969301  0.99921297 401
1364 -1.9969177  0.99920988 401
1365 -1.9969175  0.99920985 402
1366 -1.9969105  0.99920811 403
1367 -1.9968981  0.99920503 403
1368 -1.9968857  0.99920196 403
1369 -1.9968734  0.99919889 403
1370 -1.9968611  0.99919582 403
1371 -1.9968496  0.99919296 404
1372 -1.9968519  0.99919355 404
1373 -1.9968542  0.99919414 404
1374 -1.9968509  0.99919333 405
1375 -1.9968387  0.99919028 405
1376 -1.9968264  0.99918724 405
1377 -1.9968142  0.9991842 405
1378 -1.996802  0.99918116 405
1379 -1.9968025  0.9991813 406
1380 -1.9968048  0.99918189 406
1381 -1.9968071  0.99918249 406
1382 -1.9968094  0.99918308 406
1383 -1.9968117  0.99918367 406
1384 -1.9968141  0.99918426 406
1385 -1.9968164  0.99918485 406
1386 -1.9968187  0.99918543 406
1387 -1.9968209  0.99918602 406
1388 -1.9968232  0.99918661 406
1389 -1.9968255  0.99918719 406
1390 -1.9968278  0.99918778 406
1391 -1.9968301  0.99918836 406
1392 -1.9968324  0.99918895 406
1393 -1.9968346  0.99918953 406
1394 -1.9968369  0.99919011 406
1395 -1.9968392  0.99919069 406
1396 -1.9968395  0.99919078 407
1397 -1.9968274  0.99918778 407
1398 -1.9968279  0.99918791 408
1399 -1.9968302  0.99918849 408
1400 -1.9968324  0.99918907 408
1401 -1.9968347  0.99918965 408
1402 -1.9968369  0.99919023 408
1403 -1.9968392  0.99919081 408
1404 -1.9968415  0.99919138 408
1405 -1.9968437  0.99919196 408
1406 -1.9968459  0.99919253 408
1407 -1.9968482  0.99919311 408
1408 -1.9968504  0.99919368 408
1409 -1.9968527  0.99919425 408
1410 -1.9968549  0.99919482 408
1411 -1.9968571  0.99919539 408
1412 -1.9968593  0.99919596 408
1413 -1.9968616  0.99919653 408
1414 -1.9968638  0.9991971 408
1415 -1.996866  0.99919767 408
1416 -1.9968682  0.99919823 408
1417 -1.9968704  0.9991988 408
1418 -1.9968726  0.99919937 408
1419 -1.9968748  0.99919993 408
1420 -1.996877  0.99920049 408
1421 -1.9968792  0.99920106 408
1422 -1.9968814  0.99920162 408
1423 -1.9968836  0.99920218 408
1424 -1.9968858  0.99920274 408
1425 -1.996888  0.9992033 408
1426 -1.9968902  0.99920386 408
1427 -1.9968906  0.99920399 409
1428 -1.9968888  0.99920353 410
1429 -1.9968909  0.99920409 410
1430 -1.996889  0.99920362 411
1431 -1.9968772  0.99920068 411
1432 -1.9968787  0.99920106 412
1433 -1.9968808  0.99920161 412
1434 -1.996883  0.99920217 412
1435 -1.9968852  0.99920273 412
1436 -1.9968874  0.99920328 412
1437 -1.9968895  0.99920384 412
1438 -1.9968917  0.99920439 412
1439 -1.9968938  0.99920494 412
1440 -1.996896  0.99920549 412
1441 -1.9968982  0.99920605 412
1442 -1.9969003  0.9992066 412
1443 -1.9969025  0.99920715 412
1444 -1.9969046  0.9992077 412
1445 -1.9968937  0.99920498 415
1446 -1.996882  0.99920207 415
1447 -1.9968704  0.99919917 415
1448 -1.9968587  0.99919627 415
1449 -1.9968471  0.99919337 415
1450 -1.9968291  0.99918891 416
1451 -1.9968209  0.99918686 418
1452 -1.9968231  0.99918742 418
1453 -1.9968253  0.99918798 418
1454 -1.9968275  0.99918854 418
1455 -1.9968297  0.9991891 418
1456 -1.9968318  0.99918965 418
1457 -1.996834  0.99919021 418
1458 -1.9968362  0.99919077 418
1459 -1.9968383  0.99919132 418
1460 -1.9968405  0.99919187 418
1461 -1.9968427  0.99919243 418
1462 -1.9968448  0.99919298 418
1463 -1.996847  0.99919353 418
