1 -0.4687  0.0970875 212
781 -1.9795442  0.97878648 1672
782 -1.9795266  0.97880267 1673
783 -1.9795017  0.97881697 1673
784 -1.9794896  0.97883444 1674
785 -1.9795004  0.97885755 1675
786 -1.9795264  0.97888445 1675
787 -1.9795524  0.97891128 1675
788 -1.9795618  0.9789339 1676
789 -1.9795773  0.97895798 1677
790 -1.9796031  0.97898462 1677
791 -1.9796289  0.97901119 1677
792 -1.9796546  0.97903769 1677
793 -1.9796803  0.97906412 1677
794 -1.9797059  0.97909049 1677
795 -1.9797314  0.97911679 1677
796 -1.9797569  0.97914303 1677
797 -1.9797823  0.9791692 1677
798 -1.9798076  0.9791953 1677
799 -1.9798329  0.97922134 1677
800 -1.9798581  0.97924731 1677
801 -1.9798832  0.97927322 1677
802 -1.9799083  0.97929906 1677
803 -1.9799333  0.97932484 1677
804 -1.9799583  0.97935056 1677
805 -1.9799832  0.97937621 1677
806 -1.980008  0.9794018 1677
807 -1.9800328  0.97942732 1677
808 -1.9800575  0.97945278 1677
809 -1.9800822  0.97947818 1677
810 -1.9801068  0.97950352 1677
811 -1.9801234  0.97952682 1678
812 -1.9801318  0.97954801 1681
813 -1.9801562  0.97957317 1681
814 -1.9801806  0.97959826 1681
815 -1.9802049  0.9796233 1681
816 -1.980216  0.97964498 1682
817 -1.9802045  0.97966095 1685
818 -1.9802287  0.97968582 1685
819 -1.9802528  0.97971062 1685
820 -1.9802769  0.97973537 1685
821 -1.9803009  0.97976005 1685
822 -1.9803249  0.97978467 1685
823 -1.9803488  0.97980923 1685
824 -1.9803727  0.97983374 1685
825 -1.9803965  0.97985818 1685
826 -1.9804202  0.97988257 1685
827 -1.9804439  0.97990689 1685
828 -1.9804675  0.97993116 1685
829 -1.980491  0.97995537 1685
830 -1.9805145  0.97997952 1685
831 -1.980538  0.98000361 1685
832 -1.9805614  0.98002764 1685
833 -1.9805847  0.98005162 1685
834 -1.9806054  0.98007488 1687
835 -1.9806286  0.98009874 1687
836 -1.9806518  0.98012255 1687
837 -1.9806749  0.9801463 1687
838 -1.9806979  0.98016999 1687
839 -1.9807209  0.98019362 1687
840 -1.9807439  0.9802172 1687
841 -1.9807668  0.98024073 1687
842 -1.9807896  0.98026419 1687
843 -1.980801  0.98028476 1689
844 -1.9808238  0.98030812 1689
845 -1.9808465  0.98033142 1689
846 -1.9808691  0.98035467 1689
847 -1.9808917  0.98037786 1689
848 -1.9809142  0.980401 1689
849 -1.9809367  0.98042409 1689
850 -1.9809591  0.98044712 1689
851 -1.9809815  0.98047009 1689
852 -1.9810038  0.98049302 1689
853 -1.9810174  0.9805137 1691
854 -1.9810086  0.98052878 1692
855 -1.9810277  0.98055076 1693
856 -1.9810499  0.98057348 1693
857 -1.981072  0.98059615 1693
858 -1.981094  0.98061876 1693
859 -1.981116  0.98064133 1693
860 -1.981138  0.98066384 1693
861 -1.9811599  0.9806863 1693
862 -1.9811818  0.9807087 1693
863 -1.9812036  0.98073105 1693
864 -1.9812253  0.98075336 1693
865 -1.981247  0.98077561 1693
866 -1.9812687  0.98079781 1693
867 -1.9812903  0.98081995 1693
868 -1.9813118  0.98084205 1693
869 -1.9813333  0.9808641 1693
870 -1.9813548  0.98088609 1693
871 -1.9813762  0.98090804 1693
872 -1.9813976  0.98092993 1693
873 -1.9814189  0.98095178 1693
874 -1.9814401  0.98097357 1693
875 -1.9814613  0.98099531 1693
876 -1.9814825  0.98101701 1693
877 -1.9815036  0.98103865 1693
878 -1.9815247  0.98106025 1693
879 -1.9815457  0.9810818 1693
880 -1.9815667  0.9811033 1693
881 -1.9815876  0.98112474 1693
882 -1.9816085  0.98114615 1693
883 -1.9816293  0.9811675 1693
884 -1.9816501  0.9811888 1693
885 -1.9816653  0.98120869 1694
886 -1.9816635  0.98122425 1694
887 -1.9816786  0.98124404 1695
888 -1.9816992  0.98126516 1695
889 -1.9817198  0.98128623 1695
890 -1.9817404  0.98130726 1695
891 -1.9817609  0.98132824 1695
892 -1.9817813  0.98134917 1695
893 -1.9817958  0.98136858 1696
894 -1.9818046  0.98138654 1697
895 -1.9818249  0.98140733 1697
896 -1.9818452  0.98142808 1697
897 -1.9818655  0.98144879 1697
898 -1.9818857  0.98146945 1697
899 -1.9819058  0.98149006 1697
900 -1.9819259  0.98151062 1697
901 -1.981946  0.98153115 1697
902 -1.981966  0.98155162 1697
903 -1.981986  0.98157205 1697
904 -1.9820059  0.98159244 1697
905 -1.9820258  0.98161278 1697
906 -1.9820435  0.98163253 1698
907 -1.9820592  0.98165176 1699
908 -1.9820789  0.98167197 1699
909 -1.9820987  0.98169213 1699
910 -1.9821183  0.98171225 1699
911 -1.982138  0.98173233 1699
912 -1.9821575  0.98175236 1699
913 -1.9821771  0.98177234 1699
914 -1.9821966  0.98179229 1699
915 -1.982216  0.98181217 1701
916 -1.9822354  0.98183203 1701
917 -1.9822548  0.98185184 1701
918 -1.9822741  0.98187161 1701
919 -1.9822934  0.98189134 1701
920 -1.9823126  0.98191102 1701
921 -1.9823318  0.98193066 1701
922 -1.982351  0.98195026 1701
923 -1.9823701  0.98196981 1701
924 -1.9823892  0.98198933 1701
925 -1.9824082  0.9820088 1701
926 -1.9824272  0.98202823 1701
927 -1.9824462  0.98204761 1701
928 -1.9824636  0.98206657 1703
929 -1.9824824  0.98208587 1703
930 -1.9825013  0.98210513 1703
931 -1.9825201  0.98212436 1703
932 -1.9825388  0.98214354 1703
933 -1.9825575  0.98216267 1703
934 -1.9825762  0.98218177 1703
935 -1.9825948  0.98220083 1703
936 -1.9825951  0.98221526 1705
937 -1.9825919  0.98222879 1706
938 -1.9826104  0.98224772 1707
939 -1.9826289  0.98226663 1707
940 -1.9826474  0.98228549 1707
941 -1.9826658  0.98230432 1707
942 -1.9826842  0.9823231 1707
943 -1.9826955  0.98233977 1709
944 -1.982701  0.98235487 1712
945 -1.9826981  0.98236825 1712
946 -1.9827081  0.98238482 1713
947 -1.9827264  0.98240342 1713
948 -1.9827427  0.98242149 1715
949 -1.9827609  0.98244002 1715
950 -1.9827518  0.98245171 1718
951 -1.9827643  0.98246874 1719
952 -1.9827824  0.98248716 1719
953 -1.9828005  0.98250554 1719
954 -1.9828185  0.98252387 1719
955 -1.9828365  0.98254217 1719
956 -1.9828544  0.98256043 1719
957 -1.9828724  0.98257866 1719
958 -1.9828902  0.98259684 1719
959 -1.9829081  0.98261499 1719
960 -1.9829259  0.9826331 1719
961 -1.9829437  0.98265117 1719
962 -1.9829614  0.9826692 1719
963 -1.9829791  0.9826872 1719
964 -1.9829967  0.98270516 1719
965 -1.9830144  0.98272308 1719
966 -1.9830319  0.98274097 1719
967 -1.9830449  0.98275768 1721
968 -1.9830624  0.98277549 1721
969 -1.9830799  0.98279327 1721
970 -1.9830974  0.98281101 1721
971 -1.9831148  0.98282871 1721
972 -1.9831322  0.98284637 1721
973 -1.9831495  0.982864 1721
974 -1.9831668  0.9828816 1721
975 -1.9831841  0.98289915 1721
976 -1.9832013  0.98291668 1721
977 -1.9832156  0.98293343 1722
978 -1.9832123  0.98294577 1722
979 -1.9832187  0.98296051 1723
980 -1.9832358  0.9829779 1723
981 -1.9832529  0.98299525 1723
982 -1.98327  0.98301256 1723
983 -1.9832644  0.9830242 1725
984 -1.9832413  0.98303142 1726
985 -1.983231  0.9830401 1727
986 -1.9832321  0.983052 1729
987 -1.9832491  0.98306917 1729
988 -1.983266  0.98308631 1729
989 -1.983283  0.98310341 1729
990 -1.9832893  0.98311784 1730
991 -1.9833007  0.98313351 1731
992 -1.9833175  0.98315052 1731
993 -1.9833343  0.98316748 1731
994 -1.9833511  0.98318442 1731
995 -1.9833678  0.98320132 1731
996 -1.9833845  0.98321819 1731
997 -1.9834012  0.98323502 1731
998 -1.9834178  0.98325182 1731
999 -1.9834344  0.98326858 1731
1000 -1.983451  0.98328531 1731
1001 -1.9834675  0.98330201 1731
1002 -1.983484  0.98331868 1731
1003 -1.9835005  0.98333531 1731
1004 -1.983497  0.98334692 1734
1005 -1.9834935  0.98335852 1734
1006 -1.9834913  0.9833704 1735
1007 -1.9835077  0.98338692 1735
1008 -1.9835241  0.9834034 1735
1009 -1.9835404  0.98341985 1735
1010 -1.9835567  0.98343626 1735
1011 -1.9835729  0.98345265 1735
1012 -1.9835892  0.983469 1735
1013 -1.9836054  0.98348532 1735
1014 -1.9836207  0.98350138 1737
1015 -1.9836368  0.98351764 1737
1016 -1.9836529  0.98353386 1737
1017 -1.983669  0.98355005 1737
1018 -1.983685  0.98356621 1737
1019 -1.983701  0.98358234 1737
1020 -1.983717  0.98359843 1737
1021 -1.983733  0.9836145 1737
1022 -1.9837489  0.98363053 1737
1023 -1.9837648  0.98364653 1737
1024 -1.9837806  0.9836625 1737
1025 -1.9837964  0.98367844 1737
1026 -1.9838122  0.98369435 1737
1027 -1.983828  0.98371022 1737
1028 -1.9838437  0.98372607 1737
1029 -1.9838594  0.98374189 1737
1030 -1.9838664  0.9837555 1739
1031 -1.9838821  0.98377125 1739
1032 -1.9838977  0.98378698 1739
1033 -1.9839085  0.98380148 1740
1034 -1.9839047  0.98381231 1740
1035 -1.9839009  0.98382312 1740
1036 -1.9838943  0.98383318 1741
1037 -1.9838712  0.98383913 1741
1038 -1.9838482  0.98384505 1742
1039 -1.9838237  0.98384814 1745
1040 -1.9837955  0.98385032 1746
1041 -1.9837871  0.98385981 1748
1042 -1.9837842  0.98387069 1749
1043 -1.9837998  0.98388616 1749
1044 -1.9838153  0.98390159 1749
1045 -1.9838308  0.983917 1749
1046 -1.9838462  0.98393237 1749
1047 -1.9838617  0.98394772 1749
1048 -1.9838771  0.98396304 1749
1049 -1.9838924  0.98397832 1749
1050 -1.9839078  0.98399358 1749
1051 -1.9839231  0.98400881 1749
1052 -1.9839293  0.98402173 1751
1053 -1.9839405  0.98403591 1753
1054 -1.9839558  0.98405106 1753
1055 -1.983971  0.98406617 1753
1056 -1.9839843  0.98408079 1755
1057 -1.9839994  0.98409585 1755
1058 -1.9840145  0.98411088 1755
1059 -1.9840296  0.98412589 1755
1060 -1.9840447  0.98414086 1755
1061 -1.9840597  0.98415581 1755
1062 -1.9840747  0.98417073 1755
1063 -1.9840897  0.98418562 1755
1064 -1.9841047  0.98420048 1755
1065 -1.9841196  0.98421532 1755
1066 -1.9841345  0.98423012 1755
1067 -1.9841494  0.9842449 1755
1068 -1.9841636  0.98425952 1757
1069 -1.9841745  0.98427325 1758
1070 -1.9841854  0.98428696 1759
1071 -1.9842001  0.98430163 1759
1072 -1.9842149  0.98431628 1759
1073 -1.9842296  0.98433089 1759
1074 -1.9842443  0.98434548 1759
1075 -1.9842558  0.98435928 1760
1076 -1.9842672  0.98437299 1761
1077 -1.9842818  0.9843875 1761
1078 -1.9842964  0.98440198 1761
1079 -1.9843064  0.98441532 1763
1080 -1.9843209  0.98442975 1763
1081 -1.9843355  0.98444415 1763
1082 -1.9843499  0.98445853 1763
1083 -1.9843644  0.98447288 1763
1084 -1.9843788  0.9844872 1763
1085 -1.9843932  0.9845015 1763
1086 -1.9844076  0.98451577 1763
1087 -1.9844219  0.98453001 1763
1088 -1.9844362  0.98454423 1763
1089 -1.9844505  0.98455843 1763
1090 -1.9844648  0.98457259 1763
1091 -1.984479  0.98458673 1763
1092 -1.9844932  0.98460085 1763
1093 -1.9845074  0.98461494 1763
1094 -1.9845216  0.984629 1763
1095 -1.9845357  0.98464304 1763
1096 -1.9845498  0.98465705 1763
1097 -1.9845639  0.98467103 1763
1098 -1.984578  0.984685 1763
1099 -1.9845833  0.98469675 1764
1100 -1.9845902  0.9847089 1765
1101 -1.9846042  0.98472279 1765
1102 -1.9846182  0.98473665 1765
1103 -1.9846303  0.98475003 1767
1104 -1.9846443  0.98476385 1767
1105 -1.9846582  0.98477764 1767
1106 -1.984672  0.9847914 1767
1107 -1.9846859  0.98480514 1767
1108 -1.9846997  0.98481885 1767
1109 -1.9847135  0.98483254 1767
1110 -1.9847273  0.9848462 1767
1111 -1.984741  0.98485984 1767
1112 -1.9847547  0.98487346 1767
1113 -1.9847684  0.98488705 1767
1114 -1.9847821  0.98490062 1767
1115 -1.9847958  0.98491416 1767
1116 -1.9848028  0.98492604 1768
1117 -1.9847985  0.98493506 1768
1118 -1.9848001  0.98494552 1769
1119 -1.9848137  0.98495897 1769
1120 -1.9848272  0.9849724 1769
1121 -1.9848407  0.98498581 1769
1122 -1.9848543  0.98499919 1769
1123 -1.9848605  0.98501073 1770
1124 -1.9848648  0.98502179 1771
1125 -1.9848783  0.9850351 1771
1126 -1.9848917  0.98504839 1771
1127 -1.9848934  0.98505872 1772
1128 -1.9848858  0.98506592 1774
1129 -1.9848916  0.98507726 1775
1130 -1.9849046  0.98509038 1776
1131 -1.984908  0.98510069 1779
1132 -1.9849146  0.98511217 1780
1133 -1.9849103  0.9851209 1780
1134 -1.9849162  0.98513218 1781
1135 -1.9849295  0.98514528 1781
1136 -1.9849428  0.98515835 1781
1137 -1.984956  0.98517141 1781
1138 -1.9849692  0.98518444 1781
1139 -1.9849824  0.98519744 1781
1140 -1.9849956  0.98521043 1781
1141 -1.9850088  0.98522339 1781
1142 -1.9850219  0.98523633 1781
1143 -1.985035  0.98524925 1781
1144 -1.9850481  0.98526214 1781
1145 -1.9850611  0.98527501 1781
1146 -1.9850742  0.98528786 1781
1147 -1.9850872  0.98530069 1781
1148 -1.9851002  0.98531349 1781
1149 -1.9851075  0.98532487 1782
1150 -1.9851031  0.98533328 1782
1151 -1.9851152  0.98534582 1783
1152 -1.985121  0.98535675 1784
1153 -1.9851165  0.98536511 1784
1154 -1.9851121  0.98537346 1784
1155 -1.9851108  0.98538259 1785
1156 -1.9851237  0.98539523 1785
1157 -1.9851366  0.98540785 1785
1158 -1.9851494  0.98542046 1785
1159 -1.9851484  0.98542957 1787
1160 -1.9851612  0.98544213 1787
1161 -1.9851739  0.98545467 1787
1162 -1.9851867  0.98546719 1787
1163 -1.9851994  0.98547969 1787
1164 -1.9852122  0.98549216 1787
1165 -1.9852248  0.98550461 1787
1166 -1.9852375  0.98551705 1787
1167 -1.9852502  0.98552946 1787
1168 -1.9852628  0.98554185 1787
1169 -1.9852754  0.98555421 1787
1170 -1.985288  0.98556656 1787
1171 -1.9853006  0.98557889 1787
1172 -1.9853131  0.98559119 1787
1173 -1.9853256  0.98560347 1787
1174 -1.9853381  0.98561574 1787
1175 -1.9853506  0.98562798 1787
1176 -1.9853523  0.98563752 1789
1177 -1.9853484  0.98564564 1791
1178 -1.9853398  0.98565255 1792
1179 -1.9853349  0.98566029 1794
1180 -1.9853331  0.98566889 1795
1181 -1.9853455  0.98568102 1795
1182 -1.9853579  0.98569314 1795
1183 -1.9853703  0.98570523 1795
1184 -1.9853826  0.9857173 1795
1185 -1.9853786  0.98572527 1796
1186 -1.9853741  0.98573309 1796
1187 -1.9853798  0.98574345 1797
1188 -1.9853908  0.98575512 1799
1189 -1.9853999  0.98576632 1800
1190 -1.9853954  0.98577408 1800
1191 -1.9853995  0.98578399 1801
1192 -1.9854118  0.98579592 1801
1193 -1.985424  0.98580783 1801
1194 -1.9854362  0.98581971 1801
1195 -1.9854484  0.98583158 1801
1196 -1.9854606  0.98584343 1801
1197 -1.9854727  0.98585525 1801
1198 -1.9854779  0.98586533 1803
1199 -1.98549  0.98587712 1803
1200 -1.9855021  0.98588889 1803
1201 -1.9855142  0.98590063 1803
1202 -1.9855237  0.98591173 1805
1203 -1.9855357  0.98592344 1805
1204 -1.9855477  0.98593513 1805
1205 -1.9855597  0.9859468 1805
1206 -1.9855717  0.98595846 1805
1207 -1.9855837  0.98597009 1805
1208 -1.9855956  0.98598171 1805
1209 -1.9856075  0.9859933 1805
1210 -1.9856194  0.98600488 1805
1211 -1.9856313  0.98601643 1805
1212 -1.9856431  0.98602797 1805
1213 -1.985655  0.98603949 1805
1214 -1.9856625  0.98604991 1807
1215 -1.9856743  0.98606139 1807
1216 -1.985686  0.98607285 1807
1217 -1.9856978  0.9860843 1807
1218 -1.9857095  0.98609572 1807
1219 -1.9857213  0.98610713 1807
1220 -1.985733  0.98611851 1807
1221 -1.9857447  0.98612988 1807
1222 -1.9857563  0.98614123 1807
1223 -1.985768  0.98615257 1807
1224 -1.9857796  0.98616388 1807
1225 -1.9857912  0.98617517 1807
1226 -1.9858028  0.98618645 1807
1227 -1.9858136  0.98619751 1809
1228 -1.9858251  0.98620875 1809
1229 -1.9858367  0.98621998 1809
1230 -1.9858482  0.98623118 1809
1231 -1.9858597  0.98624236 1809
1232 -1.9858712  0.98625353 1809
1233 -1.9858826  0.98626468 1809
1234 -1.9858896  0.98627469 1811
1235 -1.985901  0.9862858 1811
1236 -1.9859124  0.9862969 1811
1237 -1.9859238  0.98630797 1811
1238 -1.9859284  0.98631734 1812
1239 -1.9859236  0.98632434 1812
1240 -1.9859188  0.98633134 1812
1241 -1.9859261  0.98634134 1813
1242 -1.9859374  0.98635233 1813
1243 -1.9859487  0.98636331 1813
1244 -1.98596  0.98637428 1813
1245 -1.9859713  0.98638522 1813
1246 -1.9859826  0.98639615 1813
1247 -1.9859938  0.98640706 1813
1248 -1.986005  0.98641795 1813
1249 -1.9860162  0.98642882 1813
1250 -1.9860274  0.98643968 1813
1251 -1.9860354  0.98644973 1815
1252 -1.9860466  0.98646055 1815
1253 -1.9860577  0.98647136 1815
1254 -1.9860688  0.98648215 1815
1255 -1.9860799  0.98649292 1815
1256 -1.986091  0.98650367 1815
1257 -1.9861021  0.98651441 1815
1258 -1.9861131  0.98652513 1815
1259 -1.9861242  0.98653583 1815
1260 -1.9861352  0.98654652 1815
1261 -1.9861423  0.98655623 1816
1262 -1.9861375  0.98656292 1816
1263 -1.9861391  0.98657121 1817
1264 -1.98615  0.98658183 1817
1265 -1.986161  0.98659244 1817
1266 -1.986164  0.98660107 1818
1267 -1.9861667  0.98660958 1820
1268 -1.9861744  0.98661933 1821
1269 -1.9861845  0.98662969 1822
1270 -1.9861922  0.98663941 1825
1271 -1.986203  0.98664992 1825
1272 -1.9862139  0.98666042 1825
1273 -1.9862247  0.9866709 1825
1274 -1.9862355  0.98668136 1825
1275 -1.9862463  0.9866918 1825
1276 -1.9862571  0.98670223 1825
1277 -1.9862618  0.98671114 1827
1278 -1.9862726  0.98672154 1827
1279 -1.9862833  0.98673192 1827
1280 -1.986294  0.98674229 1827
1281 -1.9863047  0.98675263 1827
1282 -1.9863154  0.98676297 1827
1283 -1.9863261  0.98677329 1827
1284 -1.9863367  0.98678359 1827
1285 -1.9863474  0.98679387 1827
1286 -1.986358  0.98680414 1827
1287 -1.9863565  0.98681137 1828
1288 -1.9863528  0.98681803 1829
1289 -1.9863634  0.98682826 1829
1290 -1.9863739  0.98683847 1829
1291 -1.9863845  0.98684866 1829
1292 -1.986394  0.98685858 1831
1293 -1.9864045  0.98686875 1831
1294 -1.986415  0.98687889 1831
1295 -1.9864255  0.98688903 1831
1296 -1.986436  0.98689914 1831
1297 -1.9864464  0.98690924 1831
1298 -1.9864569  0.98691933 1831
1299 -1.9864673  0.9869294 1831
1300 -1.9864777  0.98693945 1831
1301 -1.9864803  0.98694755 1833
1302 -1.9864907  0.98695757 1833
1303 -1.9865011  0.98696758 1833
1304 -1.9864993  0.98697453 1834
1305 -1.9864943  0.98698068 1834
1306 -1.9864893  0.98698682 1834
1307 -1.9864879  0.98699356 1837
1308 -1.9864982  0.98700351 1837
1309 -1.9865086  0.98701344 1837
1310 -1.9865189  0.98702335 1837
1311 -1.9865291  0.98703325 1837
1312 -1.9865363  0.98704236 1838
1313 -1.9865313  0.98704842 1838
1314 -1.9865264  0.98705447 1838
1315 -1.9865217  0.9870606 1839
1316 -1.986532  0.98707043 1839
1317 -1.9865422  0.98708025 1839
1318 -1.9865524  0.98709005 1839
1319 -1.9865626  0.98709984 1839
1320 -1.9865728  0.98710961 1839
1321 -1.986583  0.98711937 1839
1322 -1.9865931  0.98712911 1839
1323 -1.9866033  0.98713884 1839
1324 -1.9866134  0.98714856 1839
1325 -1.9866235  0.98715825 1839
1326 -1.9866276  0.98716644 1840
1327 -1.9866226  0.98717234 1840
1328 -1.986627  0.98718058 1841
1329 -1.986637  0.98719023 1841
1330 -1.9866471  0.98719986 1841
1331 -1.9866571  0.98720948 1841
1332 -1.9866671  0.98721908 1841
1333 -1.9866771  0.98722867 1841
1334 -1.9866871  0.98723824 1841
1335 -1.9866898  0.98724597 1844
1336 -1.9866848  0.98725178 1844
1337 -1.9866935  0.98726099 1845
1338 -1.9866953  0.98726849 1846
1339 -1.9866903  0.98727426 1846
1340 -1.9867  0.9872837 1847
1341 -1.9867099  0.98729319 1847
1342 -1.9867198  0.98730265 1847
1343 -1.9867282  0.98731174 1848
1344 -1.9867232  0.98731746 1848
1345 -1.9867327  0.98732678 1849
1346 -1.9867425  0.9873362 1849
1347 -1.9867524  0.9873456 1849
1348 -1.9867622  0.98735499 1849
1349 -1.986772  0.98736436 1849
1350 -1.9867818  0.98737372 1849
1351 -1.9867916  0.98738307 1849
1352 -1.9868014  0.9873924 1849
1353 -1.9868111  0.98740172 1849
1354 -1.9868209  0.98741102 1849
1355 -1.9868306  0.98742031 1849
1356 -1.9868383  0.98742908 1851
1357 -1.986848  0.98743835 1851
1358 -1.9868577  0.9874476 1851
1359 -1.9868579  0.98745449 1852
1360 -1.9868439  0.98745778 1853
1361 -1.9868348  0.9874623 1855
1362 -1.9868444  0.9874715 1855
1363 -1.9868541  0.9874807 1855
1364 -1.9868624  0.98748955 1857
1365 -1.9868721  0.98749872 1857
1366 -1.9868817  0.98750787 1857
1367 -1.9868913  0.98751701 1857
1368 -1.9869008  0.98752613 1857
1369 -1.9869104  0.98753524 1857
1370 -1.98692  0.98754434 1857
1371 -1.9869295  0.98755343 1857
1372 -1.986939  0.9875625 1857
1373 -1.9869485  0.98757156 1857
1374 -1.986958  0.9875806 1857
1375 -1.9869675  0.98758964 1857
1376 -1.986977  0.98759866 1857
1377 -1.9869865  0.98760766 1857
1378 -1.9869821  0.98761322 1858
1379 -1.9869909  0.98762203 1859
1380 -1.9869889  0.98762813 1860
1381 -1.9869799  0.98763249 1861
1382 -1.9869834  0.98763995 1863
1383 -1.9869928  0.98764889 1863
1384 -1.9870022  0.98765781 1863
1385 -1.9870116  0.98766672 1863
1386 -1.9870209  0.98767562 1863
1387 -1.9870303  0.98768451 1863
1388 -1.9870396  0.98769338 1863
1389 -1.987049  0.98770224 1863
1390 -1.9870583  0.98771109 1863
1391 -1.9870676  0.98771992 1863
1392 -1.9870769  0.98772874 1863
1393 -1.9870861  0.98773755 1863
1394 -1.9870954  0.98774635 1863
1395 -1.9871047  0.98775513 1863
1396 -1.9871134  0.98776377 1864
1397 -1.9871083  0.98776895 1864
1398 -1.9871038  0.98777428 1868
1399 -1.9871044  0.98778066 1871
1400 -1.9871136  0.98778938 1871
1401 -1.9871228  0.9877981 1871
1402 -1.987132  0.9878068 1871
1403 -1.9871412  0.98781549 1871
1404 -1.9871503  0.98782417 1871
1405 -1.9871595  0.98783284 1871
1406 -1.9871686  0.98784149 1871
1407 -1.9871777  0.98785013 1871
1408 -1.9871868  0.98785876 1871
1409 -1.9871959  0.98786738 1871
